timestamp,oxygen saturation percentage,data source
2026-06-03T02:04:07Z,96.1,Versa 4
2026-06-03T02:05:07Z,50.0,Versa 4
2026-06-03T02:06:07Z,96.4,Versa 4
2026-06-03T02:07:07Z,96.6,Versa 4
2026-06-03T02:08:07Z,96.7,Versa 4
2026-06-03T02:09:07Z,96.7,Versa 4
2026-06-03T02:10:07Z,96.7,Versa 4
2026-06-03T02:11:07Z,96.7,Versa 4
2026-06-03T02:12:07Z,96.7,Versa 4
2026-06-03T02:13:07Z,96.8,Versa 4
2026-06-03T02:14:07Z,96.8,Versa 4
2026-06-03T02:15:07Z,96.8,Versa 4
2026-06-03T02:16:07Z,96.7,Versa 4
2026-06-03T02:17:07Z,96.7,Versa 4
2026-06-03T02:18:07Z,96.7,Versa 4
2026-06-03T02:19:07Z,96.7,Versa 4
2026-06-03T02:20:07Z,96.7,Versa 4
2026-06-03T02:21:07Z,96.7,Versa 4
2026-06-03T02:22:07Z,96.7,Versa 4
2026-06-03T02:23:07Z,96.7,Versa 4
2026-06-03T02:24:07Z,96.7,Versa 4
2026-06-03T02:25:07Z,96.7,Versa 4
2026-06-03T02:26:07Z,96.7,Versa 4
2026-06-03T02:27:07Z,96.7,Versa 4
2026-06-03T02:28:07Z,96.8,Versa 4
2026-06-03T02:29:07Z,96.6,Versa 4
2026-06-03T02:30:07Z,96.7,Versa 4
2026-06-03T02:31:07Z,96.6,Versa 4
2026-06-03T02:32:07Z,96.6,Versa 4
2026-06-03T02:33:07Z,96.5,Versa 4
2026-06-03T02:34:07Z,96.5,Versa 4
2026-06-03T02:35:07Z,96.5,Versa 4
2026-06-03T02:36:07Z,96.5,Versa 4
2026-06-03T02:37:07Z,96.6,Versa 4
2026-06-03T02:38:07Z,96.5,Versa 4
2026-06-03T02:39:07Z,96.4,Versa 4
2026-06-03T02:40:07Z,96.3,Versa 4
2026-06-03T02:41:07Z,96.3,Versa 4
2026-06-03T02:42:07Z,96.3,Versa 4
2026-06-03T02:43:07Z,96.2,Versa 4
2026-06-03T02:44:07Z,96.3,Versa 4
2026-06-03T02:45:07Z,96.4,Versa 4
2026-06-03T02:46:07Z,96.4,Versa 4
2026-06-03T02:47:07Z,96.4,Versa 4
2026-06-03T02:48:07Z,96.5,Versa 4
2026-06-03T02:49:07Z,96.5,Versa 4
2026-06-03T02:50:07Z,96.5,Versa 4
2026-06-03T02:51:07Z,96.5,Versa 4
2026-06-03T02:52:07Z,96.5,Versa 4
2026-06-03T02:53:07Z,96.4,Versa 4
2026-06-03T02:54:07Z,96.4,Versa 4
2026-06-03T02:55:07Z,96.3,Versa 4
2026-06-03T02:56:07Z,96.4,Versa 4
2026-06-03T02:57:07Z,96.4,Versa 4
2026-06-03T02:58:07Z,50.0,Versa 4
2026-06-03T02:59:07Z,50.0,Versa 4
2026-06-03T03:00:07Z,94.5,Versa 4
2026-06-03T03:01:07Z,90.9,Versa 4
2026-06-03T03:02:07Z,87.5,Versa 4
2026-06-03T03:03:07Z,85.7,Versa 4
2026-06-03T03:04:07Z,86.1,Versa 4
2026-06-03T03:05:07Z,84.0,Versa 4
2026-06-03T03:06:07Z,81.7,Versa 4
2026-06-03T03:07:07Z,83.6,Versa 4
2026-06-03T03:08:07Z,83.9,Versa 4
2026-06-03T03:09:07Z,85.3,Versa 4
2026-06-03T03:10:07Z,84.3,Versa 4
2026-06-03T03:11:07Z,50.0,Versa 4
2026-06-03T03:12:07Z,85.0,Versa 4
2026-06-03T03:13:07Z,87.1,Versa 4
2026-06-03T03:14:07Z,87.3,Versa 4
2026-06-03T03:15:07Z,87.8,Versa 4
2026-06-03T03:16:07Z,88.6,Versa 4
2026-06-03T03:17:07Z,50.0,Versa 4
2026-06-03T03:18:07Z,89.8,Versa 4
2026-06-03T03:19:07Z,93.0,Versa 4
2026-06-03T03:20:07Z,96.1,Versa 4
2026-06-03T03:21:07Z,97.9,Versa 4
2026-06-03T03:22:07Z,50.0,Versa 4
2026-06-03T03:23:07Z,97.4,Versa 4
2026-06-03T03:24:07Z,94.7,Versa 4
2026-06-03T03:25:07Z,91.9,Versa 4
2026-06-03T03:26:07Z,89.4,Versa 4
2026-06-03T03:27:07Z,88.3,Versa 4
2026-06-03T03:28:07Z,87.7,Versa 4
2026-06-03T03:29:07Z,50.0,Versa 4
2026-06-03T03:30:07Z,87.5,Versa 4
2026-06-03T03:31:07Z,87.2,Versa 4
2026-06-03T03:32:07Z,90.0,Versa 4
2026-06-03T03:33:07Z,92.5,Versa 4
2026-06-03T03:34:07Z,94.2,Versa 4
2026-06-03T03:35:07Z,95.3,Versa 4
2026-06-03T03:36:07Z,95.9,Versa 4
2026-06-03T03:37:07Z,96.2,Versa 4
2026-06-03T03:38:07Z,96.6,Versa 4
2026-06-03T03:39:07Z,50.0,Versa 4
2026-06-03T03:40:07Z,50.0,Versa 4
2026-06-03T03:41:07Z,96.8,Versa 4
2026-06-03T03:42:07Z,50.0,Versa 4
2026-06-03T03:43:07Z,96.5,Versa 4
2026-06-03T03:44:07Z,50.0,Versa 4
2026-06-03T03:45:07Z,50.0,Versa 4
2026-06-03T03:46:07Z,94.8,Versa 4
2026-06-03T03:47:07Z,93.1,Versa 4
2026-06-03T03:48:07Z,91.1,Versa 4
2026-06-03T03:49:07Z,90.1,Versa 4
2026-06-03T03:50:07Z,88.9,Versa 4
2026-06-03T03:51:07Z,88.0,Versa 4
2026-06-03T03:52:07Z,87.6,Versa 4
2026-06-03T03:53:07Z,86.9,Versa 4
2026-06-03T03:54:07Z,86.5,Versa 4
2026-06-03T03:55:07Z,86.1,Versa 4
2026-06-03T03:56:07Z,86.5,Versa 4
2026-06-03T03:57:07Z,86.6,Versa 4
2026-06-03T03:58:07Z,50.0,Versa 4
2026-06-03T03:59:07Z,86.4,Versa 4
2026-06-03T04:00:07Z,85.1,Versa 4
2026-06-03T04:01:07Z,85.2,Versa 4
2026-06-03T04:02:07Z,85.7,Versa 4
2026-06-03T04:03:07Z,87.1,Versa 4
