timestamp,oxygen saturation percentage,data source
2026-06-01T07:47:04Z,100.0,Versa 4
2026-06-01T07:48:04Z,100.0,Versa 4
2026-06-01T07:49:04Z,50.0,Versa 4
2026-06-01T07:50:04Z,100.0,Versa 4
2026-06-01T07:51:04Z,98.9,Versa 4
2026-06-01T07:52:04Z,97.0,Versa 4
2026-06-01T07:53:04Z,95.5,Versa 4
2026-06-01T07:54:04Z,94.5,Versa 4
2026-06-01T07:55:04Z,93.7,Versa 4
2026-06-01T07:56:04Z,93.0,Versa 4
2026-06-01T07:57:04Z,50.0,Versa 4
2026-06-01T07:58:04Z,94.5,Versa 4
2026-06-01T07:59:04Z,97.8,Versa 4
2026-06-01T08:00:04Z,50.0,Versa 4
2026-06-01T08:01:04Z,50.0,Versa 4
2026-06-01T08:02:04Z,50.0,Versa 4
2026-06-01T08:03:04Z,50.0,Versa 4
2026-06-01T08:04:04Z,97.7,Versa 4
2026-06-01T08:05:04Z,50.0,Versa 4
2026-06-01T08:06:04Z,98.4,Versa 4
2026-06-01T08:07:04Z,50.0,Versa 4
2026-06-01T08:08:04Z,97.8,Versa 4
2026-06-01T08:09:04Z,97.2,Versa 4
2026-06-01T08:10:04Z,96.5,Versa 4
2026-06-01T08:11:04Z,95.6,Versa 4
2026-06-01T08:12:04Z,96.7,Versa 4
2026-06-01T08:13:04Z,97.2,Versa 4
2026-06-01T08:14:04Z,97.7,Versa 4
2026-06-01T08:15:04Z,97.9,Versa 4
2026-06-01T08:16:04Z,98.5,Versa 4
2026-06-01T08:17:04Z,99.0,Versa 4
2026-06-01T08:18:04Z,98.3,Versa 4
2026-06-01T08:19:04Z,50.0,Versa 4
2026-06-01T08:20:04Z,50.0,Versa 4
2026-06-01T08:21:04Z,98.5,Versa 4
2026-06-01T08:22:04Z,98.2,Versa 4
2026-06-01T08:23:04Z,50.0,Versa 4
2026-06-01T08:24:04Z,98.2,Versa 4
2026-06-01T08:25:04Z,50.0,Versa 4
2026-06-01T08:26:04Z,50.0,Versa 4
2026-06-01T08:27:04Z,50.0,Versa 4
2026-06-01T08:28:04Z,50.0,Versa 4
2026-06-01T08:29:04Z,50.0,Versa 4
2026-06-01T08:30:04Z,50.0,Versa 4
2026-06-01T08:31:04Z,50.0,Versa 4
